#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-17290956.390944533,1484365.284702285,77894597.1950708,54.03358043435171,-1.5960369933742624,0.978765863036273,0.7795584631358706,0.8778708021614553,0.0022500501044566447,0.4922171526716119,0.8697225256438718,0.6534269386267163,0.34175583882971167,0.36816593916609913,0.34460970869373964,0.6273923534172148,0.3543911132681081,0.2943329073350353,0.5852046811865492,0.6847372061748795,0.23543014746755606,0.37287091803710815,0.386558386478251,0.14047519609633144,0.18638270478552715,0.37639045327738296,0.5910576451116766,0.47235140072386683,0.1589400331299186,0.3790075662848485,0.960513544661389,0.9939800117153244,0.7146553015885186,0.09558063185801635,0.3884793314683268,0.09672737224759273,0.24910049985779037,10.822596158414719,8.884640123097803,0.2710463616489701,0.17456002234019727,0.7238729775643052,0.7888798953445038,0.5715449880898099,0.5817403602493323,0.6979613795713664,0.8096999227413968,0.7973017772354198,0.33168263744359183,0.1926058770415556,25.966419565648287,0.0012619655505784915,0.0033493976982108303,8.618804594893913,0.0037348429825309784,0.003760334325993809,0.0005147905221234418,0.0023342123268794072,17290956.390944533,0.0
-4228451.471130971,1295724.4434021972,36333605.019459486,35.15189207924433,-1.989352903611806,0.6225169856022906,0.7777311305804282,0.37549558027114827,0.002076522672680492,0.22925796308573929,0.9049110261779802,0.8127888786747017,0.25673009282780135,0.19391289622107863,0.28125224453200603,0.5402825783267415,0.5814958577642811,0.1847829027362547,0.5444087876383608,0.2113410513343763,0.8712713093337127,0.30406902054084295,0.3766172626224747,0.15883450834164958,0.9479505716249498,0.4119511671376998,0.41627359802238517,0.45880373592821416,0.040034618527176546,0.004085374844037541,0.940374943684204,0.9900660596387215,0.8179633014952432,0.33421535004558844,0.492514519247413,0.07797992528028957,0.10776312277433522,11.147713073805114,20.202248546411987,0.6069361504573243,0.30828901513806983,0.764143787495702,0.8203579197943234,0.572880462290946,0.6195295367060026,0.672668217661687,0.7473897680021889,0.8913034083584661,0.3993209978511172,0.009846870327993428,44.84810792075567,0.0039264240896431215,0.009651345685975086,1.989352903611806,0.004606863448533453,0.004637687626137787,0.0007789121789446016,0.0020700906700582477,4228451.471130971,0.0
-6287492.149667611,1302564.2423688527,47385607.47439126,34.65702635423556,-1.7594340614735793,0.6223271630148423,0.8208762500852504,0.6031129845769101,0.011530439928959385,0.2180740740358466,0.9208418544421495,0.62863813852656,0.5078446940202598,0.415708817401763,0.03537445754895102,0.5273259438018408,0.259091151594389,0.18158632090227755,0.46412572078447745,0.6356322760438032,0.24929165339235992,0.3428381460026632,0.06612526882157845,0.36279512200635733,0.20411023325156774,0.7070279738321681,0.4947038410302722,0.4587562853404389,0.03313968352103097,0.004458540017669743,0.9985587322214702,0.9926457808586318,0.5340805874953238,0.4034665768102934,0.4667317055312957,0.08339844085471383,0.11809141810280885,10.86326293695907,20.15108558038836,0.8309413519932891,0.2685452135104261,0.7509269626076378,0.8303976934052759,0.5789493765584104,0.6412231579652977,0.6821922811863266,0.8344586520121535,0.8278577418032245,0.4226216978393619,0.061037592657166684,45.34297364576444,0.0007629202740370755,0.0010611049643697672,6.549029595291383,0.0047126603239647505,0.004718820305729825,0.0005718052320195626,0.0022771976169832864,6287492.149667611,0.0
-11881659.163518172,1168182.7998252755,69516086.08535336,58.58857740699921,-1.1918783342013615,0.597917917142784,0.8117700055730943,0.36857838194129566,0.03342978747301089,0.233041182087315,0.49826910520169787,0.538216636254387,0.18666211353606957,0.3672582366785933,0.03900703175792397,0.35395777374817256,0.5194579243057376,0.45567513523095854,0.6804280779679557,0.31251323038260276,0.9626291609587189,0.09998819006214824,0.14241918458309963,0.12751278800388213,0.7570311467365713,0.36391727566729615,0.18434059384569176,0.44147462790516556,0.3515692442088436,0.00807565735899135,0.9893133008484241,0.9918969480739778,0.3622190938379561,0.3317667895593296,0.33371128351009965,0.1411540395087086,0.24522428718312622,11.196918861196105,20.37725096501054,0.26294808808346704,0.17911296793110054,0.7037085025548777,0.8164208925026428,0.6071130346622341,0.7233325645224906,0.8350690568780339,0.9398358156289599,0.69634962880672,0.3563627771255672,0.37715063310817293,21.411422593000793,0.0011442101820984577,0.000995466170695435,1.2796488333455933,0.00449609405934581,0.00450840869781776,0.0006850651650139305,0.0021639376839889188,11881659.163518172,0.0
-17622210.56217912,1731854.1527464923,83057527.61421949,43.77525831173577,-2.0256184018562657,0.9217599338387646,0.8122039888108726,0.8846969308264718,0.6253613081466335,0.2141856605011702,0.4871794282348298,0.530113895271199,0.44174307622512454,0.35373916050507953,0.756514176608479,0.5381098540904403,0.46947544988212564,0.3594584329841442,0.3067609094185408,0.32714780409508515,0.32986111074254676,0.1059582682309605,0.39841922984349376,0.4383887677631502,0.9687864682870599,0.6346508542644783,0.4241792803286452,0.4563294615666395,0.01219623053756989,0.5435967507242317,0.9916924532677727,0.9900988714922871,0.37911915665551954,0.07057613427520391,0.45843223870335287,0.2691438655499099,0.29402305147265895,11.356731376738907,4.015687173348468,0.15632137021965797,0.18807611790485432,0.7404585804376578,0.7814744441414927,0.5411436697264745,0.5540512751532238,0.9079347528735948,0.9312372955327892,0.8680877568164153,0.3634329445335991,0.022682270194224686,36.22474168826423,0.001066348301320629,0.0005704388629708026,2.7910292943826462,0.0027797193089228213,0.002820032332685202,0.00011128601212496677,0.0027377168368778824,17622210.56217912,0.0
-8085770.437933117,1362669.7248981535,58873059.921146184,36.6390732328027,-2.0436559092661732,0.9722458373166476,0.8031106630346604,0.5875659623144179,0.7867563937673514,0.07418967761427442,0.6918807239738298,0.633444856702271,0.3013585552753225,0.24987354869136622,0.0845268168941739,0.6139403265520013,0.5939611392698783,0.3720735122064002,0.37960959984039,0.3860085963155478,0.3248664549758499,0.35189153584068933,0.05456668878611987,0.1944571078526505,0.045036639065196796,0.42047578738254704,0.1705626770038844,0.7826756551706829,0.0616396778857735,2.3693903401167393E-4,0.9601859170384038,0.9895932895107896,0.9548529318079665,0.05906428368675529,0.4663366499063058,0.06095542412217131,0.09873001590369634,12.351996748089771,20.573723101940296,0.3929162970524771,0.2823336825042698,0.651859911326079,0.7052827546511772,0.3678204705438092,0.4110466147098526,0.27434208459434295,0.5585014452304784,0.8704457943879362,0.2483580749653127,0.06059152727737474,43.3609267671973,0.0011227833792436831,0.0003745011657663659,3.8051572549355726,0.004102219477265738,0.0041228822981684505,0.0006116684406611791,0.00223733440834167,8085770.437933117,0.0
-15645357.810529953,1206705.997248706,85890477.98229825,72.29175763033926,-1.260873443406194,0.5204056275754697,0.7684936174169663,0.81585887560004,0.009545911198785506,0.2273977731394298,0.9112721377357988,0.5394664983140733,0.2903172662296688,0.21422859940411662,0.7219793031057339,0.5379424282439298,0.5985643230713955,0.29644511197578244,0.46211405950762097,0.20550464755631348,0.2805451674173093,0.3170657119047242,0.3832030165899464,0.13571756536566343,0.08050239978704848,0.5353346668332047,0.1596802736917448,0.763780241333305,0.5373283162622884,0.0026109264686249856,0.9100527768694345,0.9926947465931287,0.7597369942937925,0.062339310456214436,0.3423742616604102,0.08672028663799883,0.09401480033699078,12.216412612039518,20.686456915535437,0.38197392825030263,0.12706151929290063,0.6689830064408342,0.6842783255835477,0.3935167181485574,0.4018643540288187,0.550715373584983,0.6874133887151979,0.7165936210705033,0.3035289239546254,0.39510445127273547,7.708242369660738,0.0029126332202385674,0.004374447309696553,4.667876310368882,0.004342031938664232,0.004316435841562364,0.00024371238064287994,0.0026052904683599694,15645357.810529953,0.0
-19949444.109653138,1750259.649459092,99092399.9583464,47.06182224522792,-2.201339712345524,0.828698168825503,0.7532970276737563,0.9755712320054798,0.6316466888102081,0.22391590664212763,0.5046356366687665,0.3443118941911779,0.342198588660274,0.18758471445337915,0.6696879288103884,0.6194453568755917,0.4428444033117645,0.2368842206630944,0.3680964280153547,0.688699942692696,0.8619983228706559,0.33010690932729075,0.18791461166126222,0.9528191183766732,0.05014887478038976,0.34372907664627705,0.25037633009824756,0.45120998390111744,0.04370699174691101,0.5525344268523431,0.9126365331262534,0.9884612253601938,0.9165673137414321,0.10513962716940356,0.49017859443913403,0.07756467105116846,0.26147591909999024,12.118757886609504,3.9018158641424208,0.12950500638780849,0.19373584436433322,0.6882911850526392,0.7449519668569289,0.5202836618433764,0.5298705005503953,0.4053547145367641,0.6562374748017726,0.8893451866048674,0.2766138002908096,0.013562429393820826,32.93817775477208,0.0004105083288693963,0.0008069155034275642,3.4904540861949904,0.0026195112273695227,0.0026739360980850484,1.956318443341906e-05,0.0028294396645694303,19949444.109653138,0.0
-6862934.585761837,1191710.3216359532,43390955.85878202,43.582243032225,-1.2828393825292288,0.9171813584936784,0.6541684505799492,0.3542724535550154,0.010824208481723153,0.4692639079257704,0.8631887998198309,0.8867424146318604,0.30122994205832815,0.36897481377067975,0.3201860644304513,0.6129575569393411,0.3546819617569795,0.29825102524203084,0.46452959242510156,0.23459115948188128,0.26694887682334706,0.27857063923443726,0.1373798816808594,0.17545331565456296,0.17946305254118305,0.378565225899608,0.09361360196200016,0.41080864031494635,0.1487865970624701,0.017449339982907104,0.9996625613133479,0.9884404685968601,0.5705401681559278,0.05501791828268898,0.3470284823180896,0.0967376023633493,0.12212120702859823,12.360093756534955,20.099117660166854,0.4614184317443884,0.23764578644448703,0.7617058108726679,0.7789453496692371,0.5113628931864824,0.5546927750256166,0.8047380507986831,0.8691975854831137,0.7227510340789023,0.3616779426451616,0.3765888235800079,36.417756967775,0.006797930331930761,0.002835013046514249,1.7057458300289738,0.004483563302281636,0.004488115461907422,0.0008358571354826273,0.002013145713520222,6862934.585761837,0.0
-12277051.20568239,1562326.4202593127,79908305.66993666,37.38223283630314,-2.2625076011479486,0.620680082552021,0.7796342462052475,0.9981063100436194,0.8140036268790569,0.216932249810905,0.9061061849182677,0.6629640915328806,0.4273301804439695,0.16927360902519578,0.7265208932561451,0.5358241741377521,0.5649891694341274,0.31972835214823725,0.6401812102617755,0.6530003783638528,0.3734987302966231,0.35029426960878773,0.14983116093164983,0.43116619994317706,0.06896313125465203,0.41425935657419466,0.35446248656909407,0.4599436906660792,0.04536184781158529,0.09040480218526598,0.9916034256836485,0.9983654983642357,0.36997568593425595,0.32102457304180565,0.49573047682468324,0.23690151623856723,0.2967202100668139,11.921096283973561,17.74877156186063,0.35832571846605876,0.23195203584739116,0.7620068306631921,0.8405754043988007,0.6643946575098156,0.6893962233620703,0.9213063833594979,0.9616907300747003,0.8959108568334174,0.3574681680019308,0.0071505973223708,42.61776716369686,0.0014339369425362114,0.001033331410964092,9.161494181025095,0.003728982266073828,0.003746996509394862,0.0002008823372317925,0.0026481205117710564,12277051.20568239,0.0
-18732264.797327187,1732962.2371146772,83469048.29768331,45.250024197184054,-2.210291316213341,0.8180397610636145,0.816307225098893,0.9809019377488855,0.36528646771736445,0.22726582354162042,0.9020431857607186,0.5589318984865919,0.343434886588348,0.36668324472954783,0.9458461514713509,0.44677378689434927,0.47760030337886483,0.28065800128557766,0.3786522148397755,0.3547612770128641,0.93839074561172,0.11200074699514152,0.3952364313879997,0.16198913698840345,0.2013244075017494,0.5135470348027119,0.015453872532193214,0.4377928023711599,0.03507068078859274,0.5090844138145026,0.9873261470805575,0.9907659167346289,0.38976909943805427,0.7429766027663499,0.4905064384182654,0.29852975844325885,0.11059417910556209,14.060048444075004,5.38354720008023,0.30155468718511913,0.206925301783162,0.7357694351798444,0.7534356049467368,0.5903535110380379,0.6025949772040236,0.7363163885363143,0.7751234985030897,0.8903313044075869,0.3673583379439306,0.013855122625300354,34.749975802815946,0.0012026629553044672,0.00047867255107967937,9.886645126169476,0.00277812870903461,0.0028231801633783124,3.661183168992372e-05,0.0028123910173129254,18732264.797327187,0.0
-9086803.20607338,1476683.688699704,67343932.55865224,42.559948990080315,-2.072537799322836,0.6077205415684203,0.8071593934709989,0.4630438861590131,0.005793218905329564,0.18446689826944446,0.9327107823723124,0.7845142726192029,0.6529076286035134,0.21724219941417677,0.32328716497083776,0.6213592841460198,0.580062294829815,0.2168716566372214,0.45317209316007334,0.21767395221074992,0.5715468125995219,0.2924090433796485,0.21616385941005242,0.2596528265765843,0.7614876790331893,0.3543592458704009,0.10431714136922238,0.4344056339574302,0.0038748720460882458,0.5264925155151647,0.9872708576050916,0.9985289866614039,0.7575669326167123,0.33888176161791206,0.4619963785984868,0.07975952439661418,0.10386403350534536,12.995930800127754,4.722320767842447,0.34660346084360166,0.22252613834958718,0.6910990925943838,0.7421333819367706,0.46589824569945526,0.5071466978355705,0.4687281686207476,0.6632394994638604,0.8741340464847895,0.42184819093865045,0.07323749660796466,37.440051009919685,0.0036368334024908665,0.006564479471680365,6.304143928651818,0.0041821953577857755,0.004156327469146499,0.00010156093628389557,0.0027474419127189536,9086803.20607338,0.0
-10994728.78083385,1317712.5608841993,70391023.80686043,41.042664558135144,-2.212680303219437,0.6671109831807832,0.8054450382792635,0.882646855403673,0.3036093114097501,0.4787551984494958,0.8993900723375752,0.6535437857504657,0.31828618916758233,0.18801089155665118,0.23829463342259885,0.6179809864490041,0.22318601164675034,0.2977773498336546,0.3078661199288736,0.16987953216008567,0.2595576006781662,0.08388573493033159,0.18988067161464234,0.11101353019269514,0.9249718961590275,0.518080850912774,0.15420950286556043,0.4565957300393487,0.11902667542678952,0.005021936048598385,0.9968491057919173,0.9924589167098797,0.7273534159067114,0.3495035843635444,0.48999032549003,0.09797721971962972,0.09130946121358502,12.835227501835181,20.469121744635125,0.6586945342978654,0.2779208504151084,0.735199682082243,0.7757838196999828,0.539242137152049,0.5701733254732894,0.6611465982965096,0.7585586197274552,0.8905929887915778,0.43712990295511844,0.015484507726469943,38.957335441864856,0.0004041562166172074,0.00023743994230898148,5.9318264623755255,0.0042718035964754595,0.004245695770665747,0.00017010891493908216,0.002678893934063767,10994728.78083385,0.0
-6234853.534517922,1060544.0337231776,54450395.98721644,73.02038878466345,-0.18382675408231733,0.61459363849111,0.7580007920937505,0.35871899523070955,0.040942840979867626,0.2084524238189997,0.6219609911209952,0.7906058554253008,0.6033005027948742,0.3728150593260539,0.23949859073754215,0.5047538685502978,0.4458573038666127,0.22826609668385384,0.6867947204217697,0.21045143038664155,0.26562802384335576,0.08385976505300068,0.1796051009087052,0.1617154604024408,0.18018701999428408,0.8079696752450383,0.1586158563438779,0.006096205110490832,0.5352845351497659,0.022928541503813283,0.9866238708569963,0.9920146212934525,0.1404580878796265,0.06609186664677541,0.34318989795805166,0.08974985731978714,0.10083779370389359,8.1691458431788,20.02048513967045,0.06757441310881163,0.09479062971105953,0.7098904277543057,0.766544756121412,0.4559747241384299,0.4824389610930515,0.7064368877433508,0.8189835489268558,0.16792005420589806,0.27052768063218335,0.3918634146404507,6.979611215336547,0.004732548411003488,0.0018966582302035243,1.9062931093920774,0.004563911116397919,0.0045875338435407125,0.0006805328286920965,0.0021684700203107527,6234853.534517922,0.0
